"","support","confidence","lift","count","lhs","rhs"
"220",0.111570247933884,0.204030226700252,1.08121127433856,162,"{Has.Used.Image.Editor=Yes,
Has.Used.Database=No} ","{Would.Enroll.In.CS=No}"
"809",0.115013774104683,0.393867924528302,1.08108927488676,167,"{CS.Uses.Little.Math=No,
Has.Used.Spreadsheet=No} ","{Would.Enroll.In.CS=Maybe}"
"1003",0.236225895316804,0.393800229621125,1.08090346580316,343,"{Uses.Computer.At.Friends.House=Yes,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=Maybe}"
"77",0.276859504132231,0.393731635651322,1.08071518897112,402,"{Has.Used.Image.Editor=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1073",0.276859504132231,0.393731635651322,1.08071518897112,402,"{Year=2011,
Has.Used.Image.Editor=Yes} ","{Would.Enroll.In.CS=Maybe}"
"999",0.223140495867769,0.393681652490887,1.08057799511676,324,"{Uses.Computer.At.Friends.House=Yes,
Has.Used.Text.Editor=Yes} ","{Would.Enroll.In.CS=Maybe}"
"425",0.107438016528926,0.48297213622291,1.08054783019363,156,"{CS.Enables.Interdisciplinary.Experiences=Yes,
Has.Used.Other.Softwares=Yes} ","{Would.Enroll.In.CS=Yes}"
"1027",0.201101928374656,0.393530997304582,1.08016447653356,292,"{Has.Used.Image.Editor=Yes,
Has.Used.Games=Yes} ","{Would.Enroll.In.CS=Maybe}"
"35",0.12534435261708,0.482758620689655,1.08007013442431,182,"{Educational.Stage=High School (10th Grade)} ","{Would.Enroll.In.CS=Yes}"
"355",0.12534435261708,0.482758620689655,1.08007013442431,182,"{Year=2011,
Educational.Stage=High School (10th Grade)} ","{Would.Enroll.In.CS=Yes}"
"1525",0.24862258953168,0.482620320855615,1.07976071784646,361,"{Uses.Computer.At.School=No,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=Yes}"
"1069",0.258953168044077,0.393305439330544,1.07954536466531,376,"{Has.Used.Image.Editor=Yes,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=Maybe}"
"42",0.142561983471074,0.482517482517482,1.07953063885267,207,"{Has.Used.Other.Softwares=Yes} ","{Would.Enroll.In.CS=Yes}"
"436",0.142561983471074,0.482517482517482,1.07953063885267,207,"{Year=2011,
Has.Used.Other.Softwares=Yes} ","{Would.Enroll.In.CS=Yes}"
"819",0.161157024793388,0.39327731092437,1.07946815777351,234,"{CS.Uses.Little.Math=No,
Has.Used.For.Development=No} ","{Would.Enroll.In.CS=Maybe}"
"1005",0.244490358126722,0.393133997785161,1.07907479165227,355,"{Uses.Computer.At.Friends.House=Yes,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Maybe}"
"207",0.116391184573003,0.203614457831325,1.07900800281418,169,"{Has.Used.Text.Editor=Yes,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=No}"
"235",0.12465564738292,0.203599550056243,1.07892900248783,181,"{CS.Only.Teaches.To.Use.Software=No,
CS.Fosters.Creativity=Yes} ","{Would.Enroll.In.CS=No}"
"349",0.112258953168044,0.482248520710059,1.078928893792,163,"{Educational.Stage=High School (10th Grade),
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Yes}"
"672",0.108815426997245,0.393034825870647,1.07880258443134,158,"{Field.Of.Interest=Biology-Health Sciences,
Uses.Computer.At.Friends.House=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1230",0.148760330578512,0.482142857142857,1.07869249394673,216,"{Uses.Computer.At.Friends.House=Yes,
Uses.Computer.At.Lan.House=Yes} ","{Would.Enroll.In.CS=Yes}"
"295",0.150137741046832,0.203548085901027,1.07865628003026,218,"{CS.Fosters.Creativity=Yes,
Uses.Computer.At.Home=Yes} ","{Would.Enroll.In.CS=No}"
"1016",0.21831955922865,0.392812887236679,1.07819340693319,317,"{CS.Fosters.Creativity=Yes,
Uses.Computer.At.Relatives.House=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1512",0.164600550964187,0.481854838709677,1.07804811372335,239,"{Uses.Computer.At.Relatives.House=Yes,
Uses.Computer.At.School=No} ","{Would.Enroll.In.CS=Yes}"
"292",0.147382920110193,0.203422053231939,1.07798839887874,214,"{CS.Fosters.Creativity=Yes,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=No}"
"420",0.127410468319559,0.481770833333333,1.07786016949153,185,"{CS.Requires.Knowledge.In.Computers=No,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Yes}"
"288",0.15771349862259,0.203374777975133,1.07773787452516,229,"{Uses.Computer.At.Digital.Inclusion.Center=No,
Has.Used.Database=No} ","{Would.Enroll.In.CS=No}"
"1065",0.255509641873278,0.392592592592593,1.07758874186095,371,"{Has.Used.Text.Editor=Yes,
Has.Used.Image.Editor=Yes} ","{Would.Enroll.In.CS=Maybe}"
"517",0.134986225895317,0.481572481572482,1.0774163994503,196,"{Uses.Computer.At.Relatives.House=No,
Uses.Computer.At.Library=No} ","{Would.Enroll.In.CS=Yes}"
"1369",0.18870523415978,0.481546572934974,1.07735843436299,274,"{CS.Provides.Good.Wages=Yes,
Has.Used.Text.Editor=Yes} ","{Would.Enroll.In.CS=Yes}"
"1008",0.193526170798898,0.392458100558659,1.07721958792282,281,"{Uses.Computer.At.Relatives.House=Yes,
Has.Used.Games=Yes} ","{Would.Enroll.In.CS=Maybe}"
"320",0.15564738292011,0.203237410071942,1.07700992490679,226,"{Has.Used.Internet=Yes,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=No}"
"178",0.122589531680441,0.203196347031963,1.07679232076792,178,"{Uses.Computer.At.Home=Yes,
Uses.Computer.At.Friends.House=Yes} ","{Would.Enroll.In.CS=No}"
"49",0.158402203856749,0.481171548117155,1.07651939578753,230,"{Uses.Computer.At.Relatives.House=No} ","{Would.Enroll.In.CS=Yes}"
"529",0.158402203856749,0.481171548117155,1.07651939578753,230,"{Year=2011,
Uses.Computer.At.Relatives.House=No} ","{Would.Enroll.In.CS=Yes}"
"1349",0.114325068870523,0.481159420289855,1.0764922623434,166,"{CS.Requires.Knowledge.In.Computers=Yes,
CS.Provides.Good.Wages=Yes} ","{Would.Enroll.In.CS=Yes}"
"332",0.170798898071625,0.203112203112203,1.07634641941211,248,"{Uses.Computer.At.Digital.Inclusion.Center=No,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=No}"
"17",0.143939393939394,0.203109815354713,1.07633376604031,209,"{CS.Only.Teaches.To.Use.Software=No} ","{Would.Enroll.In.CS=No}"
"244",0.143939393939394,0.203109815354713,1.07633376604031,209,"{Year=2011,
CS.Only.Teaches.To.Use.Software=No} ","{Would.Enroll.In.CS=No}"
"1373",0.201101928374656,0.481054365733114,1.07625722503002,292,"{CS.Provides.Good.Wages=Yes,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=Yes}"
"562",0.139807162534435,0.481042654028436,1.07623102257209,203,"{Uses.Computer.At.Friends.House=No,
Has.Used.Database=No} ","{Would.Enroll.In.CS=Yes}"
"417",0.121900826446281,0.480978260869565,1.07608695652174,177,"{CS.Requires.Knowledge.In.Computers=No,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=Yes}"
"1183",0.130165289256198,0.480916030534351,1.07594772933109,189,"{CS.Is.Prestigious=Yes,
Has.Used.Spreadsheet=Yes} ","{Would.Enroll.In.CS=Yes}"
"930",0.141184573002755,0.391969407265774,1.07587822183347,205,"{Uses.Computer.At.Lan.House=No,
Has.Used.Games=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1529",0.258953168044077,0.480818414322251,1.07572933373792,376,"{Uses.Computer.At.School=No,
Uses.Computer.At.Digital.Inclusion.Center=No} ","{Would.Enroll.In.CS=Yes}"
"1055",0.245867768595041,0.391877058177827,1.07562474191721,357,"{Uses.Computer.At.Home=Yes,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=Maybe}"
"1239",0.15495867768595,0.480769230769231,1.07561929595828,225,"{Uses.Computer.At.Lan.House=Yes,
Has.Used.Database=No} ","{Would.Enroll.In.CS=Yes}"
"1438",0.172176308539945,0.480769230769231,1.07561929595828,250,"{CS.Has.Low.Employability=No,
CS.Is.Prestigious=Yes} ","{Would.Enroll.In.CS=Yes}"
"347",0.111570247933884,0.480712166172107,1.07549162601217,162,"{Educational.Stage=High School (10th Grade),
Has.Used.Text.Editor=Yes} ","{Would.Enroll.In.CS=Yes}"
"1246",0.162534435261708,0.480651731160896,1.07535641547862,236,"{Uses.Computer.At.Home=Yes,
Uses.Computer.At.Lan.House=Yes} ","{Would.Enroll.In.CS=Yes}"
"1358",0.145316804407713,0.480637813211845,1.07532527701633,211,"{CS.Provides.Good.Wages=Yes,
Uses.Computer.At.Friends.House=Yes} ","{Would.Enroll.In.CS=Yes}"
"1022",0.241735537190083,0.391741071428571,1.0752514852822,351,"{Uses.Computer.At.Home=Yes,
Uses.Computer.At.Relatives.House=Yes} ","{Would.Enroll.In.CS=Maybe}"
"23",0.167355371900826,0.202838063439065,1.07489367924643,243,"{Has.Used.Text.Editor=Yes} ","{Would.Enroll.In.CS=No}"
"306",0.167355371900826,0.202838063439065,1.07489367924643,243,"{Year=2011,
Has.Used.Text.Editor=Yes} ","{Would.Enroll.In.CS=No}"
"895",0.179063360881543,0.391566265060241,1.07477167649805,260,"{CS.Work.Has.Long.Hours=No,
Uses.Computer.At.Work=No} ","{Would.Enroll.In.CS=Maybe}"
"675",0.12534435261708,0.391397849462366,1.07430940911031,182,"{Field.Of.Interest=Biology-Health Sciences,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=Maybe}"
"682",0.137741046831956,0.391389432485323,1.074286306179,200,"{Field.Of.Interest=Biology-Health Sciences,
CS.Fosters.Creativity=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1019",0.236914600550964,0.391353811149033,1.07418853268128,344,"{Uses.Computer.At.Relatives.House=Yes,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Maybe}"
"900",0.195592286501377,0.391184573002755,1.07372400756144,284,"{CS.Work.Has.Long.Hours=No,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Maybe}"
"525",0.131542699724518,0.479899497487437,1.07367345200579,191,"{Uses.Computer.At.Relatives.House=No,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=Yes}"
"1375",0.204545454545455,0.479806138933764,1.0734645820213,297,"{CS.Provides.Good.Wages=Yes,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Yes}"
"224",0.131542699724518,0.20254506892895,1.07334102220743,191,"{Has.Used.Image.Editor=Yes,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=No}"
"1484",0.152892561983471,0.479481641468682,1.07273858769265,222,"{CS.Work.Has.Long.Hours=No,
Uses.Computer.At.School=No} ","{Would.Enroll.In.CS=Yes}"
"171",0.106060606060606,0.202365308804205,1.07238842475805,154,"{Uses.Computer.At.Friends.House=Yes,
Has.Used.Database=No} ","{Would.Enroll.In.CS=No}"
"673",0.115702479338843,0.390697674418605,1.07238756759133,168,"{Field.Of.Interest=Biology-Health Sciences,
Uses.Computer.At.Relatives.House=Yes} ","{Would.Enroll.In.CS=Maybe}"
"689",0.150137741046832,0.390681003584229,1.07234180945993,218,"{Field.Of.Interest=Biology-Health Sciences,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Maybe}"
"557",0.127410468319559,0.479274611398964,1.07227540177395,185,"{Uses.Computer.At.Friends.House=No,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=Yes}"
"1001",0.234848484848485,0.390607101947308,1.07213896413514,341,"{Uses.Computer.At.Friends.House=Yes,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Maybe}"
"232",0.108815426997245,0.202304737516005,1.07206744114321,158,"{CS.Only.Teaches.To.Use.Software=No,
Uses.Computer.At.Library=No} ","{Would.Enroll.In.CS=No}"
"299",0.137741046831956,0.202224469160768,1.0716420774505,200,"{Uses.Computer.At.Work=No,
Has.Used.Text.Editor=Yes} ","{Would.Enroll.In.CS=No}"
"1017",0.224517906336088,0.390419161676647,1.07162310539601,326,"{Uses.Computer.At.Relatives.House=Yes,
Has.Used.Text.Editor=Yes} ","{Would.Enroll.In.CS=Maybe}"
"730",0.138429752066116,0.390291262135922,1.07127204654321,201,"{Most.CS.Students.Are.Male=Yes,
Uses.Computer.At.Work=No} ","{Would.Enroll.In.CS=Maybe}"
"222",0.131542699724518,0.202116402116402,1.07106940099641,191,"{Has.Used.Text.Editor=Yes,
Has.Used.Image.Editor=Yes} ","{Would.Enroll.In.CS=No}"
"280",0.134297520661157,0.202072538860104,1.070836957755,195,"{CS.Fosters.Creativity=Yes,
Has.Used.Database=No} ","{Would.Enroll.In.CS=No}"
"1026",0.173553719008264,0.390092879256966,1.07072752491704,252,"{Has.Used.Games=Yes,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=Maybe}"
"722",0.12465564738292,0.390086206896552,1.07070921061209,181,"{Most.CS.Students.Are.Male=Yes,
Has.Used.Image.Editor=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1047",0.232093663911846,0.390046296296296,1.07059966393615,337,"{Has.Used.For.Development=No,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=Maybe}"
"807",0.118457300275482,0.390022675736961,1.07053483018916,172,"{CS.Uses.Little.Math=No,
CS.Work.Has.Long.Hours=No} ","{Would.Enroll.In.CS=Maybe}"
"1473",0.213498622589532,0.478395061728395,1.07030759573132,310,"{Higher.Education.Required.To.Work.In.CS=Yes,
Has.Used.Database=No} ","{Would.Enroll.In.CS=Yes}"
"1061",0.202479338842975,0.389920424403183,1.07025417057358,294,"{Uses.Computer.At.Library=No,
Has.Used.Image.Editor=Yes} ","{Would.Enroll.In.CS=Maybe}"
"322",0.158402203856749,0.201931518876207,1.07008965477465,230,"{Has.Used.Social.Network=Yes,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=No}"
"901",0.201101928374656,0.389853137516689,1.07006948142577,292,"{CS.Work.Has.Long.Hours=No,
Uses.Computer.At.Digital.Inclusion.Center=No} ","{Would.Enroll.In.CS=Maybe}"
"931",0.163223140495868,0.389802631578947,1.06993085265148,237,"{Uses.Computer.At.Lan.House=No,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=Maybe}"
"1445",0.196280991735537,0.478187919463087,1.06984415879877,285,"{CS.Has.Low.Employability=No,
CS.Enables.Interdisciplinary.Experiences=Yes} ","{Would.Enroll.In.CS=Yes}"
"516",0.112947658402204,0.478134110787172,1.06972377328655,164,"{CS.Enables.Interdisciplinary.Experiences=Yes,
Uses.Computer.At.Relatives.House=No} ","{Would.Enroll.In.CS=Yes}"
"1196",0.134986225895317,0.478048780487805,1.06953286482017,196,"{Uses.Computer.At.Work=No,
Has.Used.Spreadsheet=Yes} ","{Would.Enroll.In.CS=Yes}"
"715",0.106749311294766,0.389447236180905,1.06895536282547,155,"{Most.CS.Students.Are.Male=Yes,
Uses.Computer.At.Lan.House=No} ","{Would.Enroll.In.CS=Maybe}"
"229",0.131542699724518,0.20168954593453,1.06880737480634,191,"{Uses.Computer.At.Digital.Inclusion.Center=No,
Has.Used.Image.Editor=Yes} ","{Would.Enroll.In.CS=No}"
"73",0.255509641873278,0.389296956977964,1.06854287624197,371,"{Uses.Computer.At.Friends.House=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1007",0.255509641873278,0.389296956977964,1.06854287624197,371,"{Year=2011,
Uses.Computer.At.Friends.House=Yes} ","{Would.Enroll.In.CS=Maybe}"
"732",0.150137741046832,0.389285714285714,1.06851201728328,218,"{Most.CS.Students.Are.Male=Yes,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=Maybe}"
"20",0.15771349862259,0.201584507042254,1.068250745348,229,"{Has.Used.For.Development=No} ","{Would.Enroll.In.CS=No}"
"279",0.15771349862259,0.201584507042254,1.068250745348,229,"{Year=2011,
Has.Used.For.Development=No} ","{Would.Enroll.In.CS=No}"
"419",0.12396694214876,0.477453580901857,1.06820123184822,180,"{CS.Requires.Knowledge.In.Computers=No,
Uses.Computer.At.Home=Yes} ","{Would.Enroll.In.CS=Yes}"
"1011",0.18732782369146,0.389127324749642,1.06807726944514,272,"{CS.Only.Teaches.To.Use.Software=No,
Uses.Computer.At.Relatives.House=Yes} ","{Would.Enroll.In.CS=Maybe}"
"421",0.130853994490358,0.477386934673367,1.06805212503194,190,"{CS.Requires.Knowledge.In.Computers=No,
Uses.Computer.At.Digital.Inclusion.Center=No} ","{Would.Enroll.In.CS=Yes}"
"74",0.261019283746556,0.38911704312115,1.06804904841571,379,"{Uses.Computer.At.Relatives.House=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1025",0.261019283746556,0.38911704312115,1.06804904841571,379,"{Year=2011,
Uses.Computer.At.Relatives.House=Yes} ","{Would.Enroll.In.CS=Maybe}"
"683",0.132920110192837,0.389112903225806,1.06803768522471,193,"{Field.Of.Interest=Biology-Health Sciences,
Has.Used.Text.Editor=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1018",0.221074380165289,0.389090909090909,1.06797731568998,321,"{Uses.Computer.At.Relatives.House=Yes,
Uses.Computer.At.Work=No} ","{Would.Enroll.In.CS=Maybe}"
"990",0.18595041322314,0.389048991354467,1.0678622598236,270,"{Uses.Computer.At.Friends.House=Yes,
Has.Used.Games=Yes} ","{Would.Enroll.In.CS=Maybe}"
"227",0.133608815426997,0.201453790238837,1.06755804170362,194,"{Uses.Computer.At.Home=Yes,
Has.Used.Image.Editor=Yes} ","{Would.Enroll.In.CS=No}"
"28",0.180440771349862,0.201383551114527,1.06718582561421,262,"{Uses.Computer.At.Home=Yes} ","{Would.Enroll.In.CS=No}"
"331",0.180440771349862,0.201383551114527,1.06718582561421,262,"{Year=2011,
Uses.Computer.At.Home=Yes} ","{Would.Enroll.In.CS=No}"
"688",0.148071625344353,0.38878842676311,1.0671470617392,215,"{Field.Of.Interest=Biology-Health Sciences,
Uses.Computer.At.Home=Yes} ","{Would.Enroll.In.CS=Maybe}"
"169",0.101239669421488,0.201369863013699,1.06711328867113,147,"{Uses.Computer.At.Friends.House=Yes,
Has.Used.Image.Editor=Yes} ","{Would.Enroll.In.CS=No}"
"1255",0.134297520661157,0.476772616136919,1.06667771745887,195,"{Field.Of.Interest=Biology-Health Sciences,
Has.Used.Spreadsheet=No} ","{Would.Enroll.In.CS=Yes}"
"272",0.134297520661157,0.201238390092879,1.06641657815643,195,"{Uses.Computer.At.Work=No,
Has.Used.For.Development=No} ","{Would.Enroll.In.CS=No}"
"1113",0.265151515151515,0.388496468213925,1.06634569347187,385,"{Has.Used.Database=No,
Has.Used.For.Development=No} ","{Would.Enroll.In.CS=Maybe}"
"932",0.161845730027548,0.388429752066116,1.06616257088847,235,"{Uses.Computer.At.Lan.House=No,
Has.Used.Image.Editor=Yes} ","{Would.Enroll.In.CS=Maybe}"
"237",0.117768595041322,0.201176470588235,1.06608844997853,171,"{CS.Only.Teaches.To.Use.Software=No,
Uses.Computer.At.Work=No} ","{Would.Enroll.In.CS=No}"
"1353",0.132231404958678,0.476426799007444,1.06590402489801,192,"{CS.Work.Has.Long.Hours=No,
CS.Provides.Good.Wages=Yes} ","{Would.Enroll.In.CS=Yes}"
"382",0.100550964187328,0.388297872340426,1.06580058721795,146,"{CS.Work.Has.Long.Hours=Maybe,
Uses.Computer.At.Home=Yes} ","{Would.Enroll.In.CS=Maybe}"
"260",0.12465564738292,0.201111111111111,1.06574209245742,181,"{Uses.Computer.At.Library=No,
Has.Used.Text.Editor=Yes} ","{Would.Enroll.In.CS=No}"
"814",0.141184573002755,0.388257575757576,1.06568998109641,205,"{CS.Uses.Little.Math=No,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=Maybe}"
"520",0.12465564738292,0.476315789473684,1.06565566458519,181,"{CS.Fosters.Creativity=Yes,
Uses.Computer.At.Relatives.House=No} ","{Would.Enroll.In.CS=Yes}"
"1130",0.284435261707989,0.388157894736842,1.06541637647995,413,"{Uses.Computer.At.Home=Yes,
Has.Used.Database=No} ","{Would.Enroll.In.CS=Maybe}"
"346",0.103305785123967,0.476190476190476,1.06537530266344,150,"{Educational.Stage=High School (10th Grade),
CS.Fosters.Creativity=Yes} ","{Would.Enroll.In.CS=Yes}"
"1067",0.252066115702479,0.388123011664899,1.06532062937133,366,"{Has.Used.Image.Editor=Yes,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Maybe}"
"969",0.158402203856749,0.387858347386172,1.06459417845883,230,"{CS.Is.Prestigious=Yes,
Uses.Computer.At.Friends.House=Yes} ","{Would.Enroll.In.CS=Maybe}"
"795",0.148760330578512,0.387791741472172,1.06441135844536,216,"{CS.Requires.Knowledge.In.Computers=Yes,
Has.Used.Database=No} ","{Would.Enroll.In.CS=Maybe}"
"411",0.108126721763085,0.475757575757576,1.06440677966102,157,"{CS.Requires.Knowledge.In.Computers=No,
Has.Used.For.Development=No} ","{Would.Enroll.In.CS=Yes}"
"998",0.209366391184573,0.387755102040816,1.06431079047876,304,"{CS.Fosters.Creativity=Yes,
Uses.Computer.At.Friends.House=Yes} ","{Would.Enroll.In.CS=Maybe}"
"226",0.132231404958678,0.200836820083682,1.06428855022448,192,"{Has.Used.Image.Editor=Yes,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=No}"
"202",0.100550964187328,0.200825309491059,1.06422755248547,146,"{CS.Only.Teaches.To.Use.Software=No,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=No}"
"265",0.137052341597796,0.200807265388496,1.06413193191276,199,"{Uses.Computer.At.Home=Yes,
Uses.Computer.At.Library=No} ","{Would.Enroll.In.CS=No}"
"748",0.134297520661157,0.387673956262425,1.06408806142352,195,"{CS.Provides.Good.Wages=Maybe,
Uses.Computer.At.Library=No} ","{Would.Enroll.In.CS=Maybe}"
"428",0.120523415977961,0.47554347826087,1.06392778187178,175,"{Has.Used.Text.Editor=Yes,
Has.Used.Other.Softwares=Yes} ","{Would.Enroll.In.CS=Yes}"
"1385",0.140495867768595,0.475524475524476,1.0638852672751,204,"{CS.Requires.Knowledge.In.Computers=Yes,
CS.Is.Prestigious=Yes} ","{Would.Enroll.In.CS=Yes}"
"294",0.148071625344353,0.200746965452848,1.06381238626838,215,"{CS.Fosters.Creativity=Yes,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=No}"
"1131",0.28236914600551,0.387523629489603,1.06367544427014,410,"{Has.Used.Database=No,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1361",0.152203856749311,0.475268817204301,1.06331328594861,221,"{CS.Provides.Good.Wages=Yes,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=Yes}"
"1441",0.178374655647383,0.475229357798165,1.06322500388742,259,"{CS.Has.Low.Employability=No,
Has.Used.Games=Yes} ","{Would.Enroll.In.CS=Yes}"
"1059",0.201101928374656,0.387267904509284,1.06297352995743,292,"{CS.Only.Teaches.To.Use.Software=No,
Has.Used.Image.Editor=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1371",0.196969696969697,0.475083056478405,1.0628976856805,286,"{CS.Provides.Good.Wages=Yes,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Yes}"
"307",0.144628099173554,0.200573065902579,1.06289084558593,210,"{Uses.Computer.At.Work=No,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=No}"
"353",0.117768595041322,0.475,1.06271186440678,171,"{Educational.Stage=High School (10th Grade),
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Yes}"
"1223",0.103994490358127,0.474842767295597,1.06236008954269,151,"{CS.Uses.Little.Math=No,
Uses.Computer.At.Lan.House=Yes} ","{Would.Enroll.In.CS=Yes}"
"528",0.149449035812672,0.474835886214442,1.06234469458146,217,"{Uses.Computer.At.Relatives.House=No,
Uses.Computer.At.Digital.Inclusion.Center=No} ","{Would.Enroll.In.CS=Yes}"
"1528",0.239669421487603,0.474761255115962,1.06217772331029,348,"{Uses.Computer.At.School=No,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Yes}"
"1056",0.245179063360882,0.38695652173913,1.06211884605901,356,"{Has.Used.Social.Network=Yes,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=Maybe}"
"952",0.174242424242424,0.386850152905199,1.06182688472278,253,"{Has.Used.Spreadsheet=No,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=Maybe}"
"423",0.102617079889807,0.474522292993631,1.06164309618914,149,"{Uses.Computer.At.Relatives.House=Yes,
Has.Used.Other.Softwares=Yes} ","{Would.Enroll.In.CS=Yes}"
"1013",0.189393939393939,0.386779184247539,1.06163208984391,275,"{Uses.Computer.At.Relatives.House=Yes,
Uses.Computer.At.Library=No} ","{Would.Enroll.In.CS=Maybe}"
"972",0.161157024793388,0.386776859504132,1.06162570888469,234,"{CS.Is.Prestigious=Yes,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=Maybe}"
"209",0.119834710743802,0.200230149597238,1.0610736394715,174,"{Has.Used.Email=Yes,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=No}"
"677",0.113636363636364,0.386416861826698,1.06063758671525,165,"{Field.Of.Interest=Biology-Health Sciences,
CS.Only.Teaches.To.Use.Software=No} ","{Would.Enroll.In.CS=Maybe}"
"815",0.148760330578512,0.386404293381038,1.06060308882659,216,"{CS.Uses.Little.Math=No,
Has.Used.Image.Editor=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1132",0.299586776859504,0.386323268206039,1.06038069080372,435,"{Uses.Computer.At.Digital.Inclusion.Center=No,
Has.Used.Database=No} ","{Would.Enroll.In.CS=Maybe}"
"882",0.143939393939394,0.386321626617375,1.06037618496867,209,"{CS.Work.Has.Long.Hours=No,
CS.Is.Prestigious=Yes} ","{Would.Enroll.In.CS=Maybe}"
"514",0.118457300275482,0.473829201101928,1.06009244992296,172,"{Uses.Computer.At.Relatives.House=No,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=Yes}"
"1127",0.269972451790634,0.386206896551724,1.06006127371097,392,"{Has.Used.Database=No,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Maybe}"
"720",0.119146005509642,0.386160714285714,1.05993451255739,173,"{Most.CS.Students.Are.Male=Yes,
Has.Used.Games=Yes} ","{Would.Enroll.In.CS=Maybe}"
"225",0.117768595041322,0.2,1.05985401459854,171,"{Has.Used.Image.Editor=Yes,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=No}"
"310",0.150826446280992,0.2,1.05985401459854,219,"{Uses.Computer.At.Home=Yes,
Uses.Computer.At.Work=No} ","{Would.Enroll.In.CS=No}"
"424",0.111570247933884,0.473684210526316,1.05976806422837,162,"{Has.Used.Games=Yes,
Has.Used.Other.Softwares=Yes} ","{Would.Enroll.In.CS=Yes}"
"1376",0.204545454545455,0.473684210526316,1.05976806422837,297,"{CS.Provides.Good.Wages=Yes,
Uses.Computer.At.Digital.Inclusion.Center=No} ","{Would.Enroll.In.CS=Yes}"
"731",0.152892561983471,0.386086956521739,1.05973206213528,222,"{Most.CS.Students.Are.Male=Yes,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1120",0.267217630853994,0.386069651741294,1.05968456394775,388,"{Uses.Computer.At.Home=Yes,
Has.Used.For.Development=No} ","{Would.Enroll.In.CS=Maybe}"
"894",0.178374655647383,0.385991058122206,1.05946884006322,259,"{CS.Work.Has.Long.Hours=No,
Has.Used.Text.Editor=Yes} ","{Would.Enroll.In.CS=Maybe}"
